Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Company-Name,Consumer-Name,Date,Cost,Gross-Margin%,Break-Even,Net-Sales,Sales-per-Qty,Profit-per-Qty,Cost-per-Qty
First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.6,1,0.2,0.2925,null,Dur Turner,2018-06-22,2.3075,11.249999999999998,0.20511111111111116,2.4,2.6,0.2925,2.3075
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668,null,Judy Leisk,2018-05-10,245.25080000000003,-270.0,-0.9083362962962964,65.48400000000001,33.142,-89.4834,122.62540000000001
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712,Williamson LLC,null,2018-05-17,25.4968,27.499999999999996,0.9271563636363638,34.967999999999996,5.024,1.3816000000000002,3.6424
Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.768,4,0.2,44.4768,null,Jeremias Ledwith,2019-05-07,400.2912,9.999999999999993,40.02912000000003,444.568,111.192,11.1192,100.0728
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744,null,Shandeigh Kidston,2018-10-01,78.04560000000001,6.999999999999994,11.14937142857144,83.92,20.98,1.4686,19.511400000000002
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.0,35.6346,null,Hatty Frances,2019-11-28,96.34539999999998,27.000000000000007,3.5683481481481465,131.98,65.99,17.8173,48.17269999999999
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4,0.0,7.4824,null,Shandeigh Kidston,2018-08-13,8.4376,47.0,0.17952340425531915,15.92,3.98,1.8706,2.1094
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,16.2099,null,Brittan Scheffler,2018-05-28,36.0801,30.999999999999993,1.1638741935483874,52.29,5.81,1.8011000000000001,4.008900000000001
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,91.99,1,0.0,3.6796,null,Ruby Ketchaside,2018-10-27,88.3104,3.9999999999999933,22.077600000000036,91.99,91.99,3.6796,88.3104
Second Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Accessories,20.8,2,0.2,6.5,Runolfsson and Wisozk,null,2019-05-09,14.3,31.25,0.4576,20.6,10.4,3.25,7.15
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Office Supplies,Labels,23.68,2,0.2,8.88,Stiedemann-Lockman,null,2019-01-28,14.799999999999999,37.50000000000001,0.39466666666666655,23.48,11.84,4.44,7.3999999999999995
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.5,-244.323,Walter,null,2019-12-25,696.773,-54.000000000000014,-12.903203703703701,451.95,90.49,-48.8646,139.3546
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.982,3,0.4,-14.6958,Kling-Labadie,null,2018-10-04,77.6778,-23.333333333333343,-3.3290485714285705,62.582,20.994,-4.8986,25.8926
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.0,9,0.7,-950.4,Weissnat-Romaguera,null,2018-06-14,2138.4,-80.0,-26.73,1187.3,132.0,-105.6,237.60000000000002
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Accessories,89.584,2,0.2,4.4792,"McGlynn, Ferry and Kreiger",null,2018-11-19,85.1048,5.000000000000006,17.020959999999977,89.384,44.792,2.2396,42.5524
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568,null,Catriona Soppit,2019-01-21,67.0032,27.999999999999996,2.392971428571429,93.06,15.51,4.3427999999999995,11.167200000000001
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,302.376,3,0.2,22.6782,null,Gianna Mival,2019-03-06,279.6978,7.500000000000003,37.29303999999998,302.176,100.79199999999999,7.5594,93.23259999999999
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,null,Alejoa Kinder,2019-05-15,3.7691999999999997,32.5,0.1159753846153846,5.3839999999999995,2.792,0.9074,1.8845999999999998
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,22.704,6,0.2,8.2302,null,Brittan Scheffler,2018-06-13,14.4738,36.25,0.39927724137931037,22.504,3.7840000000000003,1.3717,2.4123
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,null,Franzen Ellett,2018-09-20,33.6192,-70.0,-0.4802742857142857,19.076,4.944,-3.4608,8.4048
First Class,Consumer,United States,Dublin,Ohio,43017,East,Furniture,Furnishings,72.704,4,0.2,19.0848,null,Ruby Ketchaside,2019-10-15,53.61919999999999,26.250000000000007,2.04263619047619,72.50399999999999,18.176,4.7712,13.404799999999998
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.988,4,0.7,-383.9904,null,Aurea Gepson,2019-02-26,863.9784,-80.0,-10.79973,479.288,119.997,-95.9976,215.9946
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.168,2,0.2,2.7168,null,Taylor Melsome,2018-02-07,24.4512,9.999999999999998,2.4451200000000006,26.968,13.584,1.3584,12.2256
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.0,0.968,White-Johnston,null,2018-05-04,1.2320000000000002,43.99999999999999,0.028000000000000008,2.2,2.2,0.968,1.2320000000000002
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.0,136.939,"Wolf, Ondricka and Haag",null,2019-01-27,485.5110000000001,21.999999999999993,22.06868181818183,622.45,124.49000000000001,27.3878,97.10220000000001
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.0,0.2198,Lesch and Rowe,null,2018-09-05,21.7602,0.9999999999999969,21.76020000000007,21.98,21.98,0.2198,21.7602
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.568,2,0.2,-28.2744,null,Brittan Scheffler,2019-08-22,189.8424,-17.49999999999999,-10.84813714285715,161.36800000000002,80.784,-14.1372,94.9212
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.696,8,0.2,43.8408,null,Jeremias Ledwith,2018-08-23,345.8552,11.25,30.742684444444446,389.49600000000004,48.712,5.4801,43.2319
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432,"Ankunding,Hand and Schmidt",null,2019-04-23,31.08,-66.66666666666666,-0.46620000000000006,17.948,2.664,-1.776,4.4399999999999995
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048,Champlin and Lakin,null,2019-07-17,335.908,-43.63636363636363,-7.697891666666668,233.41000000000003,116.93,-51.024,167.954
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458,Labadie-Erdman,null,2018-11-23,868.8603,-40.0,-21.7215075,620.1645,206.8715,-82.7486,289.62010000000004
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552,Wyman Inc,null,2018-01-10,8.88,-66.66666666666667,-0.1332,4.628,2.664,-1.776,4.44
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0,Bashirian LLC,null,2019-09-16,258.072,0.0,inf,257.872,86.024,0.0,86.024
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.976,3,0.2,-7.7247,Reichert Group,null,2018-05-03,625.7007,-1.2499999999999976,-500.560560000001,617.776,205.992,-2.5749,208.5669
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.0,4.752,Lesch and Rowe,null,2018-07-07,5.808000000000001,44.99999999999999,0.1290666666666667,10.56,5.28,2.376,2.9040000000000004
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.2,9.396,null,Judy Leisk,2018-09-22,16.524,36.25,0.4558344827586207,25.720000000000002,5.184,1.8792000000000002,3.3048
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,null,Blondy Bellard,2019-04-28,776.408,-85.0,-9.134211764705883,419.08,83.936,-71.3456,155.2816
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752,null,Brittan Scheffler,2019-02-06,16.3632,-39.999999999999986,-0.4090800000000001,11.088000000000001,3.8960000000000004,-1.5584,5.4544
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944,null,Hatty Frances,2018-03-14,20.7896,35.0,0.5939885714285714,31.784000000000002,15.992,5.5972,10.3948
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.225,5,0.5,-120.513,null,Elizabet McCrillis,2018-05-20,297.738,-68.0,-4.3785,176.725,35.445,-24.102600000000002,59.5476
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,null,Talbot Colman,2018-04-18,6.8748,-70.0,-0.09821142857142856,3.4439999999999995,1.3479999999999999,-0.9436,2.2916
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2,0.2,1.2038,null,Brok Addionizio,2018-06-02,6.2042,16.250000000000004,0.381796923076923,7.208,3.704,0.6019,3.1021
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,"McGlynn, Ferry and Kreiger",null,2018-11-11,1421.3206,28.999999999999996,49.0110551724138,2001.86,285.97999999999996,82.9342,203.0458
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0.0,41.68,Yost-McGlynn,null,2018-02-11,125.03999999999999,25.000000000000007,5.001599999999998,166.72,83.36,20.84,62.519999999999996
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.0,23.94,Predovic Group,null,2019-02-26,23.94,50.0,0.4788,47.88,7.98,3.99,3.99
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,Williamson LLC,null,2019-05-22,1007.1775,33.0,30.520530303030302,1503.25,300.65,99.2145,201.4355
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,Denesik and Rutherford,null,2019-09-17,13.478400000000002,47.99999999999999,0.2808000000000001,25.92,6.48,3.1104,3.3696000000000006
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.568,2,0.2,28.1372,null,Barnett Hogben,2018-11-17,293.4308,8.750000000000002,33.534948571428565,321.368,160.784,14.0686,146.7154
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.0,3.5767,null,Karin Kingwell,2019-08-02,4.0333000000000006,47.0,0.08581489361702128,7.61,7.61,3.5767,4.0333000000000006
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13,0.0,636.0003,null,Chad Karslake,2018-02-08,2711.3696999999997,19.000000000000007,142.70366842105256,3347.37,257.49,48.923100000000005,208.56689999999998
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.0,22.5624,null,Sada Weighell,2019-06-12,58.0176,27.999999999999996,2.072057142857143,80.58,13.43,3.7604,9.6696
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,null,Brok Addionizio,2019-07-24,199.056,45.0,4.423466666666667,361.92,90.48,40.716,49.764
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,Johns Inc,null,2019-05-27,20.6244,-70.00000000000001,-0.2946342857142857,11.532,1.3479999999999999,-0.9436,2.2916000000000003
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,Walter,null,2019-07-04,101.93039999999999,-23.749999999999996,-4.291806315789474,82.16799999999999,41.184,-9.7812,50.965199999999996
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.2,4.044,Toy-Rutherford,null,2019-10-04,49.876000000000005,7.499999999999994,6.65013333333334,53.72,10.784,0.8088,9.975200000000001
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.904,6,0.2,56.6916,Botsford-Sporer,null,2018-01-17,591.2124,8.75,67.56713142857143,647.704,107.984,9.4486,98.5354
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.0,6.9258,null,Chad Karslake,2018-04-13,13.444200000000002,33.99999999999999,0.39541764705882365,20.37,6.79,2.3085999999999998,4.481400000000001
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.0,6.6465,null,Blondy Bellard,2018-09-13,214.9035,3.0000000000000013,71.63449999999997,221.55,73.85000000000001,2.2155,71.6345
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.2,6.132,null,Laura Daintrey,2019-02-17,11.388,35.0,0.3253714285714286,17.32,3.504,1.2264,2.2776
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,Renner,null,2019-03-03,6.09,-274.99999999999994,-0.022145454545454548,0.8240000000000001,0.812,-2.233,3.045
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.982,3,0.4,-509.997,Torphy and Kertzmann,null,2018-02-15,3569.979,-16.666666666666664,-214.19874000000002,3059.582,1019.994,-169.999,1189.993
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.958,7,0.4,-251.9958,Kilback-Baumbach,null,2018-07-27,2771.9538000000002,-10.000000000000005,-277.1953799999999,2519.558,359.994,-35.9994,395.9934
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196,null,Talbot Colman,2019-01-02,299.5044,8.750000000000005,34.22907428571426,328.024,82.056,7.1799,74.8761
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0.0,35.156,null,Judy Leisk,2018-11-16,44.74400000000001,43.99999999999999,1.0169090909090912,79.9,39.95,17.578,22.372000000000003
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.7304,Yost-McGlynn,null,2018-11-10,9.285599999999999,33.75000000000001,0.2751288888888888,13.816,4.672,1.5768000000000002,3.0951999999999997
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,null,Barnett Hogben,2019-08-22,7.2576,3.9999999999999947,1.8144000000000025,7.56,1.26,0.0504,1.2096
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,Runolfsson and Wisozk,null,2019-01-19,44.6496,-20.000000000000004,-2.23248,37.007999999999996,37.208,-7.4416,44.6496
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,Heller Group,null,2019-08-07,35.985,37.5,0.9596,57.376,19.192,7.197,11.995
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,725.84,4,0.0,210.4936,Botsford-Sporer,null,2019-03-19,515.3464,29.000000000000004,17.770565517241376,725.84,181.46,52.6234,128.8366
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.93,7,0.0,92.3692,null,Hatty Frances,2018-07-16,117.5608,44.0,2.6718363636363636,209.93,29.990000000000002,13.1956,16.7944
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3,0.0,2.3232,null,Hatty Frances,2019-11-12,2.9568000000000003,43.99999999999999,0.06720000000000002,5.28,1.76,0.7744,0.9856000000000001
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3,0.2,4.095,null,Abrahan Grimsdell,2019-08-23,6.825,37.5,0.182,10.72,3.64,1.365,2.275
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2,0.0,4.0572,Koelpin and Gutkowski,null,2018-07-09,4.7628,46.0,0.10353913043478262,8.82,4.41,2.0286,2.3814
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.98,1,0.0,1.5548,Stiedemann-Lockman,null,2019-07-23,4.4252,26.0,0.17020000000000002,5.98,5.98,1.5548,4.4252
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.648,2,0.2,4.0768,Predovic Group,null,2019-08-19,7.571199999999999,35.0,0.21631999999999998,11.448,5.824,2.0384,3.7855999999999996
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.176,4,0.2,5.9072,Koelpin and Gutkowski,null,2018-08-23,12.268799999999999,32.5,0.37750153846153844,17.976,4.544,1.4768,3.0671999999999997
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.712,6,0.2,5.9712,Mosciski LLC,null,2019-11-25,53.74080000000001,9.999999999999993,5.374080000000005,59.512,9.952,0.9952,8.956800000000001
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.2,8.694,"Gislason, Harvey and Paucek",null,2019-12-17,16.146,35.0,0.46131428571428573,24.64,8.28,2.898,5.382000000000001
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,null,Brittan Scheffler,2019-06-10,5.5120000000000005,-165.0,-0.033406060606060606,1.28,0.41600000000000004,-0.6864,1.1024
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.4,7,0.2,376.11,null,Aida Wickson,2019-07-01,738.2900000000001,33.75,21.875259259259263,1114.2,159.20000000000002,53.730000000000004,105.47000000000001
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5,0.2,51.942,null,Abrahan Grimsdell,2019-10-03,986.8979999999999,5.000000000000001,197.37959999999995,1038.6399999999999,207.76799999999997,10.3884,197.37959999999998
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,141.76,5,0.2,47.844,null,Brittan Scheffler,2018-05-07,93.916,33.75,2.782696296296296,141.56,28.351999999999997,9.5688,18.7832
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.8,5,0.2,47.96,null,Aida Wickson,2019-04-03,191.84,20.0,9.592,239.60000000000002,47.96,9.592,38.368
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,10.8864,null,Barnett Hogben,2019-09-17,20.217599999999997,35.00000000000001,0.5776457142857141,30.904,5.184,1.8144,3.3695999999999997
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.058,7,0.7,-169.372,Franecki,null,2019-06-03,423.43,-66.66666666666667,-6.35145,253.358,36.294,-24.196,60.49
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.528,2,0.2,24.316,Reichert Group,null,2019-06-09,170.212,12.500000000000004,13.616959999999995,194.328,97.264,12.158,85.106
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,Bashirian LLC,null,2018-06-20,1165.7945,-21.249999999999993,-54.86091764705884,961.28,192.296,-40.8629,233.1589
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,Reichert Group,null,2018-05-27,12.4124,35.0,0.35464,18.896,2.728,0.9548,1.7731999999999999
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,18.496,8,0.2,6.2424,"Ryan and Sons,Conn Group,	Herman LLC",null,2019-01-16,12.253599999999999,33.75,0.3630696296296296,18.296,2.312,0.7803,1.5316999999999998
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.984,2,0.2,54.3966,Graham,null,2019-03-13,201.5874,21.250000000000004,9.48646588235294,255.78400000000002,127.992,27.1983,100.7937
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,"McGlynn, Ferry and Kreiger",null,2019-09-06,135.6732,-56.000000000000014,-2.422735714285714,86.47,28.99,-16.2344,45.2244
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.416,8,0.2,78.8592,Wilderman Inc,null,2019-09-11,221.5568,26.249999999999996,8.44025904761905,300.216,37.552,9.8574,27.6946
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.352,3,0.2,20.1558,Daniel LLC,null,2019-08-10,210.1962,8.75,24.022422857142857,230.15200000000002,76.784,6.7185999999999995,70.0654
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,Kris LLC,null,2019-06-08,242.91660000000002,-11.250000000000005,-21.59258666666666,218.15200000000002,72.784,-8.1882,80.9722
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.6,5,0.7,-62.88,"Wolf, Ondricka and Haag",null,2019-04-01,141.48,-80.0,-1.7685,77.89999999999999,15.719999999999999,-12.576,28.296
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,MacGyver and Torphy,null,2019-08-10,18.2532,33.75,0.5408355555555555,27.352,9.184,3.0996,6.0844
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.4,5,0.0,15.552,Williamson LLC,null,2018-03-04,16.848,48.0,0.351,32.4,6.4799999999999995,3.1104,3.3695999999999997
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,1082.48,8,0.0,10.8248,Cummings,null,2019-07-17,1071.6552,1.0000000000000089,1071.6551999999904,1082.48,135.31,1.3531,133.9569
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3,0.0,27.3168,Williamson LLC,null,2018-11-22,29.593199999999996,48.00000000000001,0.6165249999999999,56.91,18.97,9.1056,9.864399999999998
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.6,4,0.0,38.024,Predovic Group,null,2019-01-22,39.57599999999999,49.00000000000001,0.8076734693877549,77.6,19.4,9.506,9.893999999999998
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,14.28,1,0.0,6.5688,Kub Group,null,2019-03-02,7.711199999999999,46.00000000000001,0.1676347826086956,14.28,14.28,6.5688,7.711199999999999
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,219.075,3,0.5,-131.445,null,Barnett Hogben,2018-04-12,350.52,-60.0,-5.842,218.575,73.02499999999999,-43.815,116.83999999999999
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,26.8,2,0.0,12.864,"Gislason, Harvey and Paucek",null,2019-09-10,13.936,48.00000000000001,0.2903333333333333,26.8,13.4,6.432,6.968
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,Art,9.84,3,0.0,2.8536,Mosciski LLC,null,2018-07-16,6.9864,29.000000000000004,0.24091034482758616,9.84,3.28,0.9512,2.3287999999999998
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,45.48,3,0.0,20.9208,Toy-Rutherford,null,2019-07-13,24.559199999999997,46.0,0.533895652173913,45.48,15.159999999999998,6.9736,8.186399999999999
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,289.2,6,0.0,83.868,Cummings,null,2018-08-07,205.332,28.999999999999996,7.080413793103449,289.2,48.199999999999996,13.978,34.222
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,4.89,1,0.0,2.0049,null,Franzen Ellett,2018-02-27,2.8850999999999996,41.0,0.07036829268292683,4.89,4.89,2.0049,2.8850999999999996
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.136,4,0.2,3.5948,Daniel LLC,null,2018-05-10,11.5412,23.749999999999996,0.4859452631578948,14.936,3.784,0.8987,2.8853
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,466.768,2,0.2,52.5114,Cartwright LLC,null,2018-05-02,414.2566,11.249999999999996,36.8228088888889,466.568,233.384,26.2557,207.1283
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.232,1,0.2,1.7136,Torphy and Kertzmann,null,2019-02-11,13.5184,11.249999999999998,1.2016355555555558,15.032,15.232,1.7136,13.5184
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels,6.264,3,0.2,2.0358,"McGlynn, Ferry and Kreiger",null,2018-02-15,4.2282,32.5,0.13009846153846155,6.064,2.088,0.6786,1.4094
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,87.54,3,0.0,37.6422,Kling-Labadie,null,2019-06-07,49.897800000000004,43.0,1.1604139534883722,87.54,29.180000000000003,12.547400000000001,16.6326
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,178.384,2,0.2,22.298,Labadie-Erdman,null,2019-05-06,156.08599999999998,12.500000000000004,12.486879999999996,178.184,89.192,11.149,78.04299999999999
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,15.552,3,0.2,5.4432,Champlin and Lakin,null,2019-12-12,10.108799999999999,35.00000000000001,0.28882285714285705,15.352,5.184,1.8144,3.3695999999999997
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.136,4,0.2,8.6744,Weissnat-Romaguera,null,2019-11-25,90.46159999999999,8.750000000000007,10.338468571428562,98.93599999999999,24.784,2.1686,22.615399999999998
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,135.882,1,0.1,24.1568,White-Johnston,null,2019-12-08,111.7252,17.777777777777782,6.284542499999999,135.782,135.882,24.1568,111.7252
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3991.98,2,0.0,1995.99,"Ankunding,Hand and Schmidt",null,2018-03-26,1995.99,50.0,39.9198,3991.98,1995.99,997.995,997.995
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,275.94,6,0.0,80.0226,Toy-Rutherford,null,2019-01-18,195.9174,29.000000000000004,6.755772413793102,275.94,45.99,13.3371,32.652899999999995
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,360.0,4,0.0,129.6,Walter,null,2018-06-12,230.4,36.0,6.4,360.0,90.0,32.4,57.6
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,43.57,1,0.0,13.071,Krajcik and Carroll,null,2018-12-07,30.499000000000002,29.999999999999993,1.0166333333333337,43.57,43.57,13.071,30.499000000000002
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.16,2,0.0,3.58,Franecki,null,2019-11-26,3.58,50.0,0.0716,7.16,3.58,1.79,1.79
